#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000206F_002.ver1.0.g241850.t01 -          LRR_4                PF12799.13  9.7e-123  397.1 211.8   2.6e-05   24.0   1.0  35.2  29   4   8  38  38  36  31 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000136F.ver1.0.g524290.t01      -          LRR_4                PF12799.13   5.4e-35  118.3  96.3   5.5e-05   23.0   3.8  16.1  10   3   7  18  18  12   7 | SP
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g456770.t01      -          LRR_4                PF12799.13   5.5e-35  118.3  66.7   0.00015   21.6   2.5  11.6   5   2   9  14  14  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000096F_007.ver1.0.g199510.t01 -          LRR_4                PF12799.13   5.7e-35  118.2 136.7   3.2e-05   23.7   2.9  16.2   7   4   9  19  19  17  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t04      -          LRR_4                PF12799.13   6.6e-35  118.0  63.0     1e-05   25.3   2.0  11.7   8   2   4  12  12  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000014F_032.ver1.0.g088330.t01 -          LRR_4                PF12799.13   6.8e-35  118.0 107.6   9.6e-05   22.2   0.8  17.3   9   5   5  18  18  16  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_025.ver1.0.g002730.t01 -          LRR_4                PF12799.13   6.9e-35  118.0  42.1   4.4e-05   23.3   0.7  10.3   4   2   6  13  13  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_025.ver1.0.g002730.t02 -          LRR_4                PF12799.13   6.9e-35  118.0  42.1   4.4e-05   23.3   0.7  10.3   4   2   6  13  13  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351460.t01      -          LRR_4                PF12799.13   7.8e-35  117.8  80.6   8.9e-05   22.3   2.0  14.3   6   2   5  14  14  13   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000031F.ver1.0.g394050.t01      -          LRR_4                PF12799.13   1.1e-34  117.3  55.5   4.1e-07   29.7   1.3   8.8   7   1   1   8   8   7   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000304F.ver1.0.g591500.t01      -          LRR_4                PF12799.13   1.2e-34  117.2  74.6   6.4e-06   25.9   0.4  13.8   5   3   7  16  16  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_038.ver1.0.g099770.t01 -          LRR_4                PF12799.13   1.2e-34  117.2  81.8   9.1e-05   22.3   2.1  14.2   6   2   8  16  16  15  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351410.t01      -          LRR_4                PF12799.13   1.3e-34  117.1  81.9   9.1e-05   22.3   2.1  14.2   6   2   8  16  16  14  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g319920.t01      -          LRR_4                PF12799.13   1.3e-34  117.0 136.7   2.8e-05   23.9   1.3  21.9   9   4  17  28  28  19  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000078F.ver1.0.g459780.t01      -          LRR_4                PF12799.13   1.4e-34  117.0 131.3   0.00011   22.1   2.3  16.2   7   3   4  17  17  16  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g102010.t01 -          LRR_4                PF12799.13   1.6e-34  116.8 102.2   3.4e-05   23.6   3.6  15.7   8   5  10  18  18  16  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t03      -          LRR_4                PF12799.13   1.7e-34  116.7  63.0   1.1e-05   25.2   2.0  11.8   8   2   4  12  12  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_029.ver1.0.g080300.t02 -          LRR_4                PF12799.13   1.8e-34  116.6  69.3     3e-06   27.0   2.2  12.0   8   3   6  14  14  12  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000151F.ver1.0.g534860.t01      -          LRR_4                PF12799.13   1.8e-34  116.6  65.1    0.0001   22.1   0.1  12.2   8   4   3  12  12  10   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_028.ver1.0.g157970.t01 -          LRR_4                PF12799.13   1.9e-34  116.6  72.6   4.6e-05   23.2   0.4  12.0   9   1   3  12  12  12   9 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146590.t01 -          LRR_4                PF12799.13   2.2e-34  116.3  66.0   2.1e-09   37.0   1.6  10.4   7   2   5  13  13  10  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000169F_002.ver1.0.g236420.t01 -          LRR_4                PF12799.13   2.4e-34  116.2  99.0   4.6e-05   23.2   1.8  17.0   9   5  10  20  20  16  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547850.t01      -          LRR_4                PF12799.13   2.4e-34  116.2  99.0   4.6e-05   23.2   1.8  17.0   9   5  10  20  20  16  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416060.t02      -          LRR_4                PF12799.13   2.7e-34  116.1  44.9   1.6e-05   24.7   0.5  11.2   5   3   7  14  14  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547530.t01      -          LRR_4                PF12799.13   3.1e-34  115.9  98.4   3.9e-05   23.4   1.6  16.9   8   5   8  20  20  15  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_028.ver1.0.g135980.t01 -          LRR_4                PF12799.13   3.3e-34  115.8  85.9   0.00027   20.8   0.3  14.4  10   4   4  15  15  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g399670.t01      -          LRR_4                PF12799.13   3.3e-34  115.8  85.9   0.00027   20.8   0.3  14.4  10   4   4  15  15  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t01      -          LRR_4                PF12799.13   3.7e-34  115.7  63.9   1.1e-05   25.2   2.0  11.8   8   2   4  12  12  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547430.t01      -          LRR_4                PF12799.13   4.2e-34  115.5  81.7   1.6e-05   24.6   1.9  16.1   7   3   9  18  18  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t03      -          LRR_4                PF12799.13   6.9e-34  114.8  66.1     1e-05   25.3   2.0  11.8   6   3   4  12  12  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_037.ver1.0.g044700.t01 -          LRR_4                PF12799.13   7.9e-34  114.6  55.2     2e-06   27.5   0.0  11.1   8   3   4  12  12  11   9 | SP
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422730.t01      -          LRR_4                PF12799.13   8.7e-34  114.5  60.4   8.5e-05   22.4   1.6  12.4   7   3   4  13  13  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434660.t02      -          LRR_4                PF12799.13   9.3e-34  114.4  72.1   0.00013   21.7   2.4  11.7   4   2   7  13  13  13  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000052F.ver1.0.g428010.t01      -          LRR_4                PF12799.13   1.1e-33  114.1  88.2   3.1e-05   23.7   0.7  14.8   6   3   6  16  16  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000107F.ver1.0.g497860.t01      -          LRR_4                PF12799.13   1.2e-33  114.0  89.2   1.9e-06   27.6   0.8  14.4   8   2   7  16  16  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000125F.ver1.0.g515050.t01      -          LRR_4                PF12799.13   1.3e-33  113.9  86.7   6.9e-05   22.7   1.7  15.9  10   2   9  19  19  15   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000039F.ver1.0.g409600.t01      -          LRR_4                PF12799.13   1.4e-33  113.8  93.4   6.5e-05   22.7   0.1  14.6  10   5   6  17  17  14  10 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_076.ver1.0.g050470.t01 -          LRR_4                PF12799.13   1.5e-33  113.8  53.3     2e-06   27.5   0.0  11.1   8   3   4  12  12  11   8 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198440.t01 -          LRR_4                PF12799.13   1.6e-33  113.6  85.8   0.00025   20.9   1.9  15.8  10   3  10  20  20  15   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434660.t01      -          LRR_4                PF12799.13   1.6e-33  113.6  72.2   0.00015   21.6   2.5  11.7   4   2   9  14  14  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547640.t01      -          LRR_4                PF12799.13   1.7e-33  113.5 102.1   0.00049   19.9   2.0  16.6  11   4   6  19  19  14  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547640.t02      -          LRR_4                PF12799.13   1.7e-33  113.5 102.1   0.00049   19.9   2.0  16.6  11   4   6  19  19  14  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t01      -          LRR_4                PF12799.13   2.6e-33  113.0  65.8   1.3e-05   25.0   2.0  12.3   9   2   4  13  13  11   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547820.t01      -          LRR_4                PF12799.13   2.7e-33  112.9 100.1   8.7e-05   22.3   2.6  16.4  10   4   8  19  19  14  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547820.t02      -          LRR_4                PF12799.13   2.7e-33  112.9 100.1   8.7e-05   22.3   2.6  16.4  10   4   8  19  19  14  10 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_003.ver1.0.g077100.t01 -          LRR_4                PF12799.13     3e-33  112.7  51.6   1.5e-05   24.8   0.3  13.1   8   2   8  16  16  13   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208810.t01 -          LRR_4                PF12799.13   3.2e-33  112.7  89.9   4.2e-05   23.3   0.2  15.0   7   4  10  18  18  16  14 | TM
VITVvi_vCabSauv08_v1.1_Primary000244F.ver1.0.g577680.t01      -          LRR_4                PF12799.13   3.4e-33  112.6  95.5   3.8e-05   23.5   0.1  15.5  10   5   9  19  19  14  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_008.ver1.0.g219900.t01 -          LRR_4                PF12799.13   3.5e-33  112.6 104.2    0.0022   17.9   2.8  16.9   5   3  14  22  22  22  15 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_015.ver1.0.g152700.t01 -          LRR_4                PF12799.13   4.3e-33  112.3 123.1    0.0011   18.8   0.3  21.5  17   4   6  24  24  19  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t02      -          LRR_4                PF12799.13     5e-33  112.1  66.4   1.3e-05   25.0   2.0  12.3   9   2   4  13  13  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204770.t01 -          LRR_4                PF12799.13   5.1e-33  112.0  99.9   5.1e-05   23.1   5.5  14.6   7   3  11  18  18  18  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000031F.ver1.0.g394090.t01      -          LRR_4                PF12799.13   9.7e-33  111.1  66.5   2.3e-06   27.3   2.4   9.0   3   1   6  10  10  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g376080.t01      -          LRR_4                PF12799.13   1.1e-32  111.0  44.1   4.3e-06   26.5   0.3   7.9   5   1   4   9   9   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g101930.t01 -          LRR_4                PF12799.13   1.2e-32  110.8  90.6   4.3e-06   26.5   1.0  15.8  10   5   9  19  19  16  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g471520.t01      -          LRR_4                PF12799.13   1.3e-32  110.7  49.3   6.5e-05   22.7   2.1   9.5   8   1   1   9   9   8   6 | TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g375790.t01      -          LRR_4                PF12799.13   1.7e-32  110.4  48.4   8.2e-08   31.9   2.5   8.2   3   2   2   8   8   8   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355980.t01      -          LRR_4                PF12799.13   1.7e-32  110.4 100.1   1.3e-05   25.0   1.5  17.2  11   5  11  22  22  17  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208720.t01 -          LRR_4                PF12799.13     2e-32  110.2  75.5   6.8e-05   22.7   1.4  13.2   7   3   8  16  16  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547740.t01      -          LRR_4                PF12799.13   2.1e-32  110.1  91.7   3.5e-05   23.6   3.6  16.4   7   4  10  21  21  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151690.t01 -          LRR_4                PF12799.13   2.3e-32  109.9  59.6   0.00042   20.1   0.3  11.9   9   2   2  12  12  11   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416780.t01      -          LRR_4                PF12799.13   2.4e-32  109.9  59.6   0.00042   20.1   0.3  11.9   9   2   2  12  12  11   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000143F.ver1.0.g529540.t01      -          LRR_4                PF12799.13   2.5e-32  109.9  66.4   1.9e-05   24.4   0.4  13.1   5   3   8  15  15  14  10 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198490.t01 -          LRR_4                PF12799.13   2.7e-32  109.7  83.5   0.00023   21.0   2.2  16.1   8   4  12  20  20  15   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000081F.ver1.0.g463680.t01      -          LRR_4                PF12799.13   2.8e-32  109.7  36.5   1.5e-05   24.8   0.5  10.1   5   2   3  11  11   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073580.t01 -          LRR_4                PF12799.13   3.1e-32  109.5  78.4    0.0011   18.9   0.3  14.2  11   3   2  14  14  11   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000026F.ver1.0.g376080.t02      -          LRR_4                PF12799.13   3.2e-32  109.5  44.0   5.2e-06   26.2   0.3   7.9   5   1   4   9   9   8   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_001.ver1.0.g131420.t01 -          LRR_4                PF12799.13     4e-32  109.2  73.8   1.4e-06   28.0   4.1   9.2   4   1   6  11  11   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t01 -          LRR_4                PF12799.13   4.3e-32  109.1  47.4   0.00093   19.1   2.5  10.0   9   0   0   9   9   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t02 -          LRR_4                PF12799.13   4.3e-32  109.1  47.4   0.00093   19.1   2.5  10.0   9   0   0   9   9   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t03 -          LRR_4                PF12799.13   4.3e-32  109.1  47.4   0.00093   19.1   2.5  10.0   9   0   0   9   9   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000161F_003.ver1.0.g235690.t04 -          LRR_4                PF12799.13   4.3e-32  109.1  47.4   0.00093   19.1   2.5  10.0   9   0   0   9   9   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t01      -          LRR_4                PF12799.13   4.3e-32  109.1  47.4   0.00093   19.1   2.5  10.0   9   0   0   9   9   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t02      -          LRR_4                PF12799.13   4.3e-32  109.1  47.4   0.00093   19.1   2.5  10.0   9   0   0   9   9   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t03      -          LRR_4                PF12799.13   4.3e-32  109.1  47.4   0.00093   19.1   2.5  10.0   9   0   0   9   9   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000161F.ver1.0.g542200.t04      -          LRR_4                PF12799.13   4.3e-32  109.1  47.4   0.00093   19.1   2.5  10.0   9   0   0   9   9   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157010.t03 -          LRR_4                PF12799.13   6.3e-32  108.6  83.2   4.4e-06   26.4   3.6  14.0   5   4   8  16  16  12   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000019F.ver1.0.g353550.t01      -          LRR_4                PF12799.13   6.4e-32  108.5  78.9   0.00025   20.9   1.8  14.5  10   3   1  14  14  10   7 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_004.ver1.0.g219060.t01 -          LRR_4                PF12799.13   7.3e-32  108.4  82.3   3.8e-05   23.5   1.0  14.3   5   4  11  18  18  17  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355840.t01      -          LRR_4                PF12799.13   9.1e-32  108.0  91.6   0.00012   21.9   3.4  15.6   8   4   8  17  17  15  11 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157060.t01 -          LRR_4                PF12799.13   9.7e-32  108.0 121.8    0.0018   18.2   1.6  17.3   6   3   9  20  20  15  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g256610.t01      -          LRR_4                PF12799.13   9.8e-32  107.9  76.3   8.7e-05   22.3   3.1  12.4   6   4   8  15  15  13  10 | SP
VITVvi_vCabSauv08_v1.1_Primary000308F.ver1.0.g592550.t01      -          LRR_4                PF12799.13   1.1e-31  107.8  95.2   3.8e-07   29.8   3.4  12.6   4   2  10  16  16  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000008F.ver1.0.g313300.t01      -          LRR_4                PF12799.13   1.1e-31  107.8  55.4   3.7e-06   26.7   1.1  12.6   6   3   7  16  16  11  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000019F_031.ver1.0.g101000.t01 -          LRR_4                PF12799.13   1.2e-31  107.7  79.6   0.00028   20.7   1.8  14.5  10   3   2  14  14  10   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000126F.ver1.0.g516540.t01      -          LRR_4                PF12799.13   1.2e-31  107.7  48.1   9.8e-07   28.5   0.1  12.3   7   2   6  14  14  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000421F.ver1.0.g607630.t01      -          LRR_4                PF12799.13   1.2e-31  107.7  48.1   9.8e-07   28.5   0.1  12.3   7   2   6  14  14  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g399430.t01      -          LRR_4                PF12799.13   1.2e-31  107.7 101.4   2.4e-05   24.1   1.1  15.5   8   4   8  17  17  15   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g326130.t01      -          LRR_4                PF12799.13   1.2e-31  107.6  58.2   0.00036   20.4   1.6  13.2   6   4   7  15  15  13  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000095F.ver1.0.g483580.t01      -          LRR_4                PF12799.13   1.6e-31  107.3  68.1   9.8e-05   22.2   1.4  13.3   7   3   7  15  15  12  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000229F.ver1.0.g574110.t01      -          LRR_4                PF12799.13   1.7e-31  107.2  94.3   0.00065   19.5   0.1  14.6   9   5   7  16  16  14  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000008F_018.ver1.0.g069810.t01 -          LRR_4                PF12799.13   2.3e-31  106.8  53.5     4e-06   26.6   1.3  12.6   6   3   7  16  16  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547510.t01      -          LRR_4                PF12799.13   3.4e-31  106.2  85.7    0.0024   17.8   0.6  15.6  12   3   4  17  17  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_065.ver1.0.g007390.t01 -          LRR_4                PF12799.13   4.3e-31  105.9  78.5   7.5e-05   22.5   2.9  12.4   6   4   8  15  15  13  10 | SP
VITVvi_vCabSauv08_v1.1_Primary000070F.ver1.0.g451160.t01      -          LRR_4                PF12799.13   5.1e-31  105.7  79.5   4.3e-06   26.5   0.1  13.0   7   4   4  14  14  12  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320120.t01      -          LRR_4                PF12799.13     6e-31  105.4  78.0    0.0015   18.4   0.4  14.3  11   3   2  14  14  11   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000335F_001.ver1.0.g248230.t01 -          LRR_4                PF12799.13   6.9e-31  105.3  81.5   2.4e-05   24.1   0.4  12.0   7   2   6  13  13  12   9 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000164F_005.ver1.0.g236130.t01 -          LRR_4                PF12799.13   8.6e-31  104.9  51.8   5.2e-06   26.2   2.8  12.2   8   3   3  13  13  11   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000247F_002.ver1.0.g244760.t02 -          LRR_4                PF12799.13   9.9e-31  104.8  89.3    0.0019   18.1   0.7  15.4   6   5   9  17  17  16  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000126F_004.ver1.0.g220020.t01 -          LRR_4                PF12799.13     1e-30  104.7  48.2   1.2e-06   28.3   0.1  12.3   7   2   5  13  13  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000284F.ver1.0.g587260.t01      -          LRR_4                PF12799.13   1.1e-30  104.6  85.7   0.00014   21.7   1.7  14.8   7   4  11  18  18  14  10 | SP
VITVvi_vCabSauv08_v1.1_Primary000247F.ver1.0.g578410.t02      -          LRR_4                PF12799.13   1.1e-30  104.6  88.8    0.0019   18.1   0.7  15.4   6   5   9  17  17  16  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000164F_005.ver1.0.g236130.t02 -          LRR_4                PF12799.13   1.5e-30  104.2  55.3   4.1e-06   26.5   2.7  12.2   7   3   5  14  14  12   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g300510.t01      -          LRR_4                PF12799.13   1.5e-30  104.1  46.5   6.7e-06   25.9   0.5  10.2   7   2   3  10  10   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000170F.ver1.0.g548260.t01      -          LRR_4                PF12799.13   1.9e-30  103.8 116.5    0.0002   21.2   1.9  17.2   7   3  11  21  21  18  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000164F.ver1.0.g544140.t02      -          LRR_4                PF12799.13   2.2e-30  103.7  53.1     5e-06   26.3   2.8  12.2   8   3   5  14  14  12   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547720.t01      -          LRR_4                PF12799.13   2.7e-30  103.4 113.0   4.5e-05   23.2   0.3  17.5   8   5   9  20  20  14   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g102170.t01 -          LRR_4                PF12799.13   2.9e-30  103.3 102.8   1.2e-05   25.1   2.0  16.6  10   4   8  20  20  15  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g300510.t02      -          LRR_4                PF12799.13   3.3e-30  103.1  46.4   7.3e-06   25.7   0.5  10.2   7   2   3  10  10   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000095F.ver1.0.g483710.t01      -          LRR_4                PF12799.13   3.4e-30  103.1  98.1    0.0012   18.7   1.9  18.8  10   6   7  18  18  13   9 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198680.t01 -          LRR_4                PF12799.13   3.9e-30  102.9 103.1    0.0017   18.2   1.8  23.2  15   8   5  22  22  13   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000164F.ver1.0.g544140.t01      -          LRR_4                PF12799.13   4.5e-30  102.7  56.5   4.1e-06   26.5   2.7  12.2   7   3   5  14  14  12   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157030.t03 -          LRR_4                PF12799.13   4.6e-30  102.6  92.2   5.5e-06   26.1   3.8  14.3   7   5   7  16  16  14   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000003F_039.ver1.0.g040450.t01 -          LRR_4                PF12799.13   4.7e-30  102.6  71.3     6e-06   26.0   0.1  12.4   8   3   5  13  13  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000003F_039.ver1.0.g040450.t02 -          LRR_4                PF12799.13   4.8e-30  102.6  76.8   6.3e-06   26.0   0.1  13.0   8   3   7  15  15  13  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000067F.ver1.0.g450030.t01      -          LRR_4                PF12799.13   5.3e-30  102.4  74.0   1.4e-06   28.0   0.2  12.5   9   3   5  14  14  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000019F_052.ver1.0.g101830.t02 -          LRR_4                PF12799.13   5.3e-30  102.4  82.3   0.00028   20.7   1.8  14.5  11   2   3  15  15  10   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000019F.ver1.0.g353510.t02      -          LRR_4                PF12799.13   5.3e-30  102.4  82.3   0.00028   20.7   1.8  14.5  11   2   3  15  15  10   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287800.t02      -          LRR_4                PF12799.13   6.8e-30  102.1  71.9     6e-06   26.0   0.1  12.3   8   3   5  13  13  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287800.t01      -          LRR_4                PF12799.13   6.8e-30  102.1  77.3   6.3e-06   26.0   0.1  13.0   8   3   7  15  15  13  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000247F_002.ver1.0.g244760.t01 -          LRR_4                PF12799.13   6.8e-30  102.1  89.2    0.0022   17.8   0.7  15.4   6   5   6  16  16  16  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000247F.ver1.0.g578410.t01      -          LRR_4                PF12799.13   7.5e-30  102.0  88.7    0.0022   17.8   0.7  15.4   6   5   6  16  16  16  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g302190.t01      -          LRR_4                PF12799.13   7.6e-30  102.0  61.1   0.00038   20.3   1.7  11.1   9   1   1  10  10   9   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000052F_015.ver1.0.g161310.t02 -          LRR_4                PF12799.13   7.9e-30  101.9  74.5   0.00052   19.9   0.1  12.7   4   3   7  13  13  10   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000043F.ver1.0.g416000.t01      -          LRR_4                PF12799.13     1e-29  101.5  64.6   0.00035   20.4   1.6  12.0   5   3   9  15  15  12   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000133F.ver1.0.g522520.t01      -          LRR_4                PF12799.13   1.2e-29  101.3  90.5   0.00038   20.3   0.9  14.2   4   2  13  19  19  16  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g403360.t01      -          LRR_4                PF12799.13   1.6e-29  101.0  60.5   4.9e-05   23.1   0.1  11.6   4   3   9  14  14  14  12 | TM
