#                                                                                                        --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                 accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                         ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
VITVvi_vCabSauv08_v1.1_Haplotig000027F_031.ver1.0.g122650.t01 -          LRR_8                PF13855.12  1.1e-136  444.3 271.8   2.7e-10   39.5   5.3  33.4  19  11  14  35  35  34  31 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000130F_007.ver1.0.g223490.t01 -          LRR_8                PF13855.12   4.7e-46  154.1  91.8   1.9e-07   30.4   0.0  13.1   7   4   7  14  14  14  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g520450.t02      -          LRR_8                PF13855.12   4.7e-46  154.1  91.8   1.9e-07   30.4   0.0  13.1   7   4   7  14  14  14  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547690.t01      -          LRR_8                PF13855.12   4.7e-46  154.0 111.1   8.3e-09   34.8   8.6  13.7   8   5   6  14  14  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000170F.ver1.0.g548260.t01      -          LRR_8                PF13855.12   5.2e-46  153.9 111.9     1e-09   37.7   5.4  12.9   7   3   6  15  15  13  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000048F_006.ver1.0.g157020.t01 -          LRR_8                PF13855.12   6.3e-46  153.6 106.5   7.1e-08   31.8   3.0  13.7   5   2  10  16  16  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000102F_003.ver1.0.g204770.t01 -          LRR_8                PF13855.12   8.4e-46  153.2 103.1     3e-10   39.4   9.6  11.0   6   2   7  13  13  13  13 | TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416060.t02      -          LRR_8                PF13855.12   2.3e-45  151.8  55.8   1.3e-07   30.9   9.1  10.0   5   3   5  11  11  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000130F.ver1.0.g520450.t01      -          LRR_8                PF13855.12   2.5e-45  151.7  93.6   2.1e-07   30.3   0.0  13.1   7   4   7  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000247F_002.ver1.0.g244760.t02 -          LRR_8                PF13855.12   3.2e-45  151.4  83.3   8.3e-09   34.8   4.6  12.9   7   3   6  14  14  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287800.t01      -          LRR_8                PF13855.12   4.2e-45  151.0  72.4   2.6e-06   26.8   2.3  10.6   6   2   6  12  12  11  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355980.t01      -          LRR_8                PF13855.12   4.9e-45  150.8  90.9   1.8e-08   33.7   3.8  14.4   7   5   8  15  15  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000247F.ver1.0.g578410.t02      -          LRR_8                PF13855.12   4.9e-45  150.8  84.0   8.3e-09   34.8   4.6  12.9   7   3   6  14  14  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000044F_005.ver1.0.g151690.t01 -          LRR_8                PF13855.12   5.9e-45  150.5  67.7   2.9e-11   42.6   3.8   8.9   4   2   6  11  11  10   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416780.t01      -          LRR_8                PF13855.12   6.1e-45  150.5  67.7   2.9e-11   42.6   3.8   8.9   4   2   6  11  11  10   8 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000081F_014.ver1.0.g185830.t01 -          LRR_8                PF13855.12   6.6e-45  150.4 121.7   2.2e-06   27.0   4.3  14.4   5   3  13  18  18  18  14 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g399430.t01      -          LRR_8                PF13855.12     8e-45  150.1 100.7   2.1e-07   30.2   5.4  14.2   6   4   4  13  13  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000003F_039.ver1.0.g040450.t02 -          LRR_8                PF13855.12   8.3e-45  150.1  72.1   5.1e-06   25.8   1.2  10.6   6   2   6  12  12  11  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547530.t01      -          LRR_8                PF13855.12     1e-44  149.8 113.7   8.3e-09   34.8   8.6  13.8   7   5   8  15  15  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337070.t01      -          LRR_8                PF13855.12   1.2e-44  149.5  81.7   4.5e-08   32.4   1.3  14.4  10   4   4  14  14  14   9 | TM
VITVvi_vCabSauv08_v1.1_Primary000247F.ver1.0.g578410.t01      -          LRR_8                PF13855.12   1.9e-44  148.9  83.5   9.5e-09   34.6   4.6  12.8   7   3   6  14  14  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000043F.ver1.0.g415960.t01      -          LRR_8                PF13855.12   2.2e-44  148.7 129.7     2e-06   27.1   5.0  14.1   9   2   7  16  16  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000247F_002.ver1.0.g244760.t01 -          LRR_8                PF13855.12   2.3e-44  148.7  83.7   9.5e-09   34.6   4.6  12.8   7   3   6  14  14  13  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000120F.ver1.0.g510370.t01      -          LRR_8                PF13855.12   2.3e-44  148.6 107.7     2e-07   30.3  10.3  14.7   9   5   3  14  14  12  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000048F.ver1.0.g422730.t01      -          LRR_8                PF13855.12   2.7e-44  148.4  57.0   1.4e-09   37.3   1.5   9.4   4   2   8  13  13  11  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_005.ver1.0.g197880.t01 -          LRR_8                PF13855.12   3.2e-44  148.2  77.7   4.9e-07   29.1   0.3  14.2   9   4   7  16  16  13  13 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g102010.t01 -          LRR_8                PF13855.12   3.7e-44  148.0  98.4   6.5e-09   35.1   4.2  13.1   7   5   5  14  14  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000195F.ver1.0.g560220.t01      -          LRR_8                PF13855.12     4e-44  147.9  50.1   8.9e-08   31.5   8.2   8.6   5   2   3   8   8   8   8 | SP
VITVvi_vCabSauv08_v1.1_Primary000031F.ver1.0.g392830.t01      -          LRR_8                PF13855.12   4.2e-44  147.8  49.9   8.9e-08   31.5   8.2   8.6   5   2   3   8   8   8   8 | SP
VITVvi_vCabSauv08_v1.1_Primary000006F.ver1.0.g302450.t01      -          LRR_8                PF13855.12   4.8e-44  147.6  73.8   1.9e-08   33.6   0.5  10.4   4   4   8  13  13  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000100F.ver1.0.g489980.t01      -          LRR_8                PF13855.12   5.5e-44  147.4  74.8   1.9e-08   33.6   0.5  10.5   4   4   8  13  13  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000335F.ver1.0.g597170.t01      -          LRR_8                PF13855.12   5.8e-44  147.4 129.1   2.3e-06   27.0   5.0  14.1   9   2   6  16  16  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000098F_001.ver1.0.g200860.t01 -          LRR_8                PF13855.12     7e-44  147.1  81.0   1.8e-08   33.7   8.1  10.6   4   3   6  11  11  10   9 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000070F_019.ver1.0.g179460.t01 -          LRR_8                PF13855.12     9e-44  146.7  96.3   8.7e-08   31.5   6.5  12.5   5   4   6  13  13  12   9 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000105F_014.ver1.0.g207280.t01 -          LRR_8                PF13855.12     9e-44  146.7 111.4   9.6e-08   31.4   6.4  12.9  11   3   2  13  13  10  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198640.t01 -          LRR_8                PF13855.12   1.3e-43  146.2  72.1   4.9e-05   22.7   1.9  13.9   9   3   6  16  16  13  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g366510.t02      -          LRR_8                PF13855.12   1.3e-43  146.2  65.2     3e-08   33.0   3.1   9.0   7   1   0   8   8   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547390.t01      -          LRR_8                PF13855.12   1.7e-43  145.9 113.8   3.8e-08   32.6   4.0  13.6  10   4   3  14  14  11   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198440.t01 -          LRR_8                PF13855.12   2.3e-43  145.4  94.9   7.1e-07   28.6   4.4  13.0   8   3   7  15  15  13  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_013.ver1.0.g096470.t01 -          LRR_8                PF13855.12   2.3e-43  145.4  81.9     1e-08   34.5   6.9  10.7   3   1   7  12  12  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g456770.t02      -          LRR_8                PF13855.12   2.7e-43  145.2  58.4   6.3e-10   38.3   1.6   9.0   8   1   1   9   9   8   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000075F.ver1.0.g456770.t01      -          LRR_8                PF13855.12     4e-43  144.7  58.4   6.7e-10   38.3   1.6   9.0   8   1   1   9   9   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_028.ver1.0.g135980.t01 -          LRR_8                PF13855.12     4e-43  144.7  79.0     6e-08   32.0   0.9  10.7   8   2   2  10  10  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000034F.ver1.0.g399670.t01      -          LRR_8                PF13855.12     4e-43  144.7  79.0     6e-08   32.0   0.9  10.7   8   2   2  10  10  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434660.t02      -          LRR_8                PF13855.12   4.3e-43  144.6  58.9   6.3e-10   38.3   1.6   9.0   8   1   1   9   9   8   8 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_037.ver1.0.g044700.t01 -          LRR_8                PF13855.12   4.6e-43  144.5  66.4     1e-08   34.5   3.0  10.2   6   3   6  12  12  10  10 | SP
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t02      -          LRR_8                PF13855.12   4.7e-43  144.5  63.5     3e-10   39.4   7.1  10.1   6   3   2  10  10   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t04      -          LRR_8                PF13855.12   6.3e-43  144.0  63.8   3.4e-10   39.2   7.3  10.2   6   3   2  10  10   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000057F.ver1.0.g434660.t01      -          LRR_8                PF13855.12   6.4e-43  144.0  58.9   6.7e-10   38.3   1.6   9.0   8   1   1   9   9   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000095F.ver1.0.g483590.t01      -          LRR_8                PF13855.12   7.4e-43  143.8  87.9   5.7e-08   32.1   3.7  13.3   6   3   7  14  14  11   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000023F.ver1.0.g366510.t01      -          LRR_8                PF13855.12   8.3e-43  143.6  65.8   3.5e-08   32.8   3.1   8.9   7   1   0   8   8   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000226F.ver1.0.g573340.t01      -          LRR_8                PF13855.12   8.5e-43  143.6  67.1   3.9e-08   32.6   3.0   9.8   4   2   5  11  11  10  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000304F.ver1.0.g591500.t01      -          LRR_8                PF13855.12   9.1e-43  143.5  66.5   3.5e-08   32.8   3.1   8.9   7   1   0   8   8   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000214F.ver1.0.g568600.t01      -          LRR_8                PF13855.12   9.3e-43  143.5  66.8   4.3e-08   32.5   3.2   9.8   4   2   4  10  10   9   9 | TM
VITVvi_vCabSauv08_v1.1_Primary000003F.ver1.0.g287800.t02      -          LRR_8                PF13855.12   9.6e-43  143.4  71.1   2.5e-06   26.8   2.3  10.1   5   2   4  11  11  10  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g102170.t01 -          LRR_8                PF13855.12   1.1e-42  143.3  97.5   6.5e-09   35.1   4.2  14.0   7   5   7  15  15  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000041F_013.ver1.0.g146100.t01 -          LRR_8                PF13855.12   1.1e-42  143.2  96.0   1.8e-08   33.7   6.1  12.0   5   3   9  14  14  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219780.t01 -          LRR_8                PF13855.12   1.3e-42  143.0  81.9   1.5e-07   30.7   7.8  12.1   8   5   3  12  12  10  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355840.t01      -          LRR_8                PF13855.12   1.4e-42  142.9  82.0   1.7e-08   33.7   5.0  12.5   5   2   8  15  15  13  11 | SP
VITVvi_vCabSauv08_v1.1_Primary000151F.ver1.0.g534860.t01      -          LRR_8                PF13855.12   1.5e-42  142.9  64.9   2.3e-08   33.3   5.7   9.9   5   3   3   9   9   8   8 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000020F_003.ver1.0.g101930.t01 -          LRR_8                PF13855.12   1.6e-42  142.7  94.3   1.4e-08   34.1   6.1  13.9   5   3   7  15  15  13  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000041F.ver1.0.g411810.t01      -          LRR_8                PF13855.12   1.7e-42  142.7  96.4   1.8e-08   33.7   6.1  12.1   5   3   9  14  14  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000003F_039.ver1.0.g040450.t01 -          LRR_8                PF13855.12   1.9e-42  142.5  70.8   4.9e-06   25.9   1.2  10.0   5   2   4  11  11  10  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000004F_076.ver1.0.g050470.t01 -          LRR_8                PF13855.12   2.8e-42  142.0  64.8     1e-08   34.5   3.0  10.2   6   3   6  12  12  10  10 | SP
VITVvi_vCabSauv08_v1.1_Primary000133F.ver1.0.g522520.t01      -          LRR_8                PF13855.12     3e-42  141.9  96.3   1.6e-07   30.6   2.4  12.2   4   3  13  17  17  17  15 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000085F.ver1.0.g471520.t01      -          LRR_8                PF13855.12   3.7e-42  141.6  51.7   4.4e-09   35.6   0.0   7.7   5   1   3   8   8   8   8 | TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t01 -          LRR_8                PF13855.12   4.2e-42  141.4  69.4   4.7e-08   32.3   3.3  11.1   8   2   2  11  11   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000010F_029.ver1.0.g080300.t01 -          LRR_8                PF13855.12   4.7e-42  141.2  91.2     4e-09   35.8   4.8  12.0   5   5   8  13  13  12  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t04      -          LRR_8                PF13855.12     5e-42  141.2  62.8   4.1e-10   38.9   7.1  10.2   6   3   2  10  10   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000010F.ver1.0.g329080.t02      -          LRR_8                PF13855.12   5.1e-42  141.1  90.8   3.9e-09   35.8   2.4  12.3   5   4  10  15  15  12  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000037F.ver1.0.g403360.t01      -          LRR_8                PF13855.12   5.3e-42  141.1  58.4   6.3e-08   31.9   3.9   8.8   4   2   4   9   9   8   8 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547740.t01      -          LRR_8                PF13855.12   5.3e-42  141.1  99.0   9.1e-09   34.6   8.9  13.1   6   3   7  14  14  13  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000034F_028.ver1.0.g135780.t01 -          LRR_8                PF13855.12   5.8e-42  141.0  95.1   3.8e-07   29.5   0.1  13.1   6   3   3  12  12  11   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355800.t01      -          LRR_8                PF13855.12   6.5e-42  140.8  89.1   3.2e-06   26.5   1.3  13.2   8   3   5  14  14  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_001.ver1.0.g131420.t01 -          LRR_8                PF13855.12   7.7e-42  140.6  75.1   2.6e-11   42.8   8.0   7.6   4   2   3   8   8   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t03      -          LRR_8                PF13855.12   8.1e-42  140.5  63.4   4.7e-10   38.8   7.3  10.2   6   3   2  10  10   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_038.ver1.0.g099770.t02 -          LRR_8                PF13855.12   8.6e-42  140.4  84.3   1.2e-08   34.2   7.3  10.9   3   1   7  12  12  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000178F.ver1.0.g552830.t01      -          LRR_8                PF13855.12     9e-42  140.3  83.5   9.1e-09   34.6   3.1  11.7   7   3   5  12  12  10  10 | TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t03      -          LRR_8                PF13855.12   1.1e-41  140.0  62.8   4.2e-10   38.9   7.0  10.2   6   3   4  11  11   9   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000005F_054.ver1.0.g059920.t01 -          LRR_8                PF13855.12   1.2e-41  140.0  81.1   9.5e-09   34.6   5.4   8.7   8   0   0   8   8   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t01      -          LRR_8                PF13855.12   1.2e-41  139.9  62.7   4.5e-10   38.8   7.1  10.2   6   3   3  10  10   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000152F_009.ver1.0.g232040.t01 -          LRR_8                PF13855.12   1.2e-41  139.9  69.5   1.6e-06   27.5   2.6  11.5   8   4   4  12  12  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000152F_009.ver1.0.g232040.t02 -          LRR_8                PF13855.12   1.2e-41  139.9  69.5   1.6e-06   27.5   2.6  11.5   8   4   4  12  12  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000152F.ver1.0.g535740.t01      -          LRR_8                PF13855.12   1.2e-41  139.9  69.5   1.6e-06   27.5   2.6  11.5   8   4   4  12  12  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000308F.ver1.0.g592580.t01      -          LRR_8                PF13855.12   1.3e-41  139.9 130.9   4.9e-07   29.1   6.1  12.7   7   3   6  13  13  13  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351410.t02      -          LRR_8                PF13855.12   1.3e-41  139.9  83.5   1.2e-08   34.2   7.3  10.7   3   1  10  14  14  14  13 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000016F.ver1.0.g345150.t02      -          LRR_8                PF13855.12   1.7e-41  139.5  87.5   3.6e-09   35.9  10.3  10.9   5   4   5  11  11  11   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t02 -          LRR_8                PF13855.12   1.7e-41  139.4  69.7   5.2e-08   32.2   3.3  11.0   8   2   2  11  11   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000018F_038.ver1.0.g099770.t01 -          LRR_8                PF13855.12   1.8e-41  139.4  83.6   1.3e-08   34.2   7.2  10.8   3   1   8  12  12  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000005F.ver1.0.g302190.t01      -          LRR_8                PF13855.12   1.9e-41  139.3  76.7   7.5e-09   34.9   4.1   8.7   7   1   0   8   8   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000107F_010.ver1.0.g208720.t01 -          LRR_8                PF13855.12   1.9e-41  139.3  80.4   1.2e-06   27.9   8.4  11.6   6   3   7  13  13  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000095F.ver1.0.g483580.t01      -          LRR_8                PF13855.12     2e-41  139.3  72.1   2.7e-09   36.3   3.1  11.3   5   2   8  13  13  12  11 | TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g265510.t01      -          LRR_8                PF13855.12     2e-41  139.2  35.1   2.5e-09   36.4   5.7   8.2   5   2   5  10  10   9   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000000F.ver1.0.g265510.t02      -          LRR_8                PF13855.12     2e-41  139.2  35.1   2.5e-09   36.4   5.7   8.2   5   2   5  10  10   9   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000009F_007.ver1.0.g073490.t03 -          LRR_8                PF13855.12   2.1e-41  139.2  69.7   5.3e-08   32.2   3.3  11.0   8   2   2  11  11   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000081F.ver1.0.g463680.t01      -          LRR_8                PF13855.12   2.9e-41  138.7  49.8     1e-07   31.3   1.0   8.9   5   3   2   9   9   8   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000095F_006.ver1.0.g198490.t01 -          LRR_8                PF13855.12   3.2e-41  138.6  88.3   7.6e-08   31.7   4.1  13.3   6   3   7  14  14  12   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000067F.ver1.0.g450030.t01      -          LRR_8                PF13855.12   3.3e-41  138.5  84.6   2.2e-09   36.6   3.6   9.8   6   2   6  12  12  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000503F.ver1.0.g614780.t01      -          LRR_8                PF13855.12   3.3e-41  138.5  62.5   5.1e-10   38.6   7.0  10.3   6   3   2  10  10   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351410.t01      -          LRR_8                PF13855.12   3.3e-41  138.5  83.2   1.4e-08   34.1   7.3  10.6   3   1  10  14  14  14  12 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000123F.ver1.0.g512020.t02      -          LRR_8                PF13855.12   4.6e-41  138.1  62.8   1.7e-07   30.6   6.6  10.3   6   3   2  10  10   8   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_025.ver1.0.g002730.t01 -          LRR_8                PF13855.12   8.2e-41  137.3  36.9   2.4e-09   36.5   5.6   8.3   5   2   6  11  11  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000000F_025.ver1.0.g002730.t02 -          LRR_8                PF13855.12   8.2e-41  137.3  36.9   2.4e-09   36.5   5.6   8.3   5   2   6  11  11  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547430.t01      -          LRR_8                PF13855.12   8.9e-41  137.2  94.0   1.2e-08   34.3   7.8  13.1   7   3   7  14  14  12  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000288F.ver1.0.g588010.t01      -          LRR_8                PF13855.12   9.3e-41  137.1 119.9     3e-08   33.0   6.4  13.1   2   2  12  16  16  14  14 | TM
VITVvi_vCabSauv08_v1.1_Primary000020F.ver1.0.g355770.t01      -          LRR_8                PF13855.12   9.4e-41  137.1  96.2   1.5e-06   27.5   2.5  14.4   7   4   7  15  15  14   9 | SP
VITVvi_vCabSauv08_v1.1_Haplotig000125F_007.ver1.0.g219810.t01 -          LRR_8                PF13855.12   1.8e-40  136.2  72.7   1.2e-12   47.0   1.9   9.4   8   2   1   9   9   7   7 | TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351460.t02      -          LRR_8                PF13855.12   1.8e-40  136.2  83.7   1.3e-08   34.1   7.3  10.6   3   2   7  12  12  12  11 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547820.t01      -          LRR_8                PF13855.12     2e-40  136.0 106.9   5.1e-08   32.2   7.2  14.4   7   5   9  17  17  14  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547820.t02      -          LRR_8                PF13855.12     2e-40  136.0 106.9   5.1e-08   32.2   7.2  14.4   7   5   9  17  17  14  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320020.t02      -          LRR_8                PF13855.12   2.1e-40  136.0  69.2   5.2e-08   32.2   3.3  11.0   8   2   2  11  11   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000009F.ver1.0.g320020.t01      -          LRR_8                PF13855.12   2.5e-40  135.7  69.2   5.3e-08   32.2   3.3  11.0   8   2   2  11  11   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000018F.ver1.0.g351460.t01      -          LRR_8                PF13855.12   3.7e-40  135.2  84.1   1.4e-08   34.0   7.3  10.6   3   2   9  13  13  13  12 | TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547720.t01      -          LRR_8                PF13855.12   5.7e-40  134.6 109.4     1e-07   31.2   5.2  14.1   9   4   1  13  13   9   8 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000035F.ver1.0.g400170.t01      -          LRR_8                PF13855.12   6.9e-40  134.3  40.6   3.2e-08   32.9   5.7   7.9   8   0   0   8   8   7   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000014F.ver1.0.g337130.t01      -          LRR_8                PF13855.12   7.4e-40  134.2  80.9   7.9e-07   28.4   0.8  14.2  10   3   5  15  15  11  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416570.t01      -          LRR_8                PF13855.12   1.3e-39  133.5  67.1   2.6e-08   33.2   0.1   8.8   3   2   5  10  10  10   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_001.ver1.0.g131380.t02 -          LRR_8                PF13855.12   1.6e-39  133.1  58.8   6.3e-10   38.3   4.6   8.0   5   2   0   7   7   6   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000044F.ver1.0.g416790.t01      -          LRR_8                PF13855.12   1.9e-39  132.9  81.1   1.7e-08   33.7   4.4  11.6   7   3   3  11  11   8   7 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000169F.ver1.0.g547730.t01      -          LRR_8                PF13855.12     2e-39  132.8 120.1   1.5e-07   30.8   8.5  13.5   6   4   5  15  15  13  10 | SP+TM
VITVvi_vCabSauv08_v1.1_Primary000039F.ver1.0.g409600.t01      -          LRR_8                PF13855.12     2e-39  132.8  92.9   7.8e-08   31.6  10.7  12.4   8   4   3  11  11  10   9 | TM
VITVvi_vCabSauv08_v1.1_Primary000284F.ver1.0.g587260.t01      -          LRR_8                PF13855.12   2.1e-39  132.8  90.1   5.4e-06   25.7   4.1  13.5   6   2  11  17  17  16  13 | SP
VITVvi_vCabSauv08_v1.1_Primary000244F.ver1.0.g577680.t01      -          LRR_8                PF13855.12   2.2e-39  132.7  98.8   5.9e-07   28.8   2.7  12.4   8   4   2  11  11  11   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000001F_030.ver1.0.g014780.t02 -          LRR_8                PF13855.12   2.7e-39  132.4 108.5   1.2e-07   31.0   2.2  14.6   6   4   6  14  14  13   9 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000031F_001.ver1.0.g131380.t01 -          LRR_8                PF13855.12   2.9e-39  132.3  58.7   6.6e-10   38.3   4.6   7.9   5   2   0   7   7   6   6 | SP+TM
VITVvi_vCabSauv08_v1.1_Haplotig000164F_005.ver1.0.g236130.t02 -          LRR_8                PF13855.12     7e-39  131.1  53.3   3.6e-07   29.5   0.0  10.0   4   2   5  11  11  11  10 | SP+TM
